itemid,clock,value
174353226900002,1743616800,63
174353226900002,1743620400,44
174353226900002,1743624000,54
174353226900002,1743627600,45
174353226900002,1743631200,36
174353226900002,1743634800,63
174353226900002,1743638400,63
174353226900002,1743642000,36
174353226900002,1743645600,54
174353226900002,1743649200,27
174353226900002,1743703200,72
174353226900002,1743706800,45
174353226900002,1743710400,34
174353226900002,1743714000,65
174353226900002,1743717600,61
174353226900002,1743721200,65
174353226900002,1743724800,61
174353226900002,1743728400,29
174353226900002,1743732000,25
174353226900002,1743735600,29
174353226900002,1744221600,27
174353226900002,1744225200,36
174353226900002,1744228800,27
174353226900002,1744232400,27
174353226900002,1744236000,36
174353226900002,1744239600,27
174353226900002,1744243200,54
174353226900002,1744246800,45
174353226900002,1744250400,53
174353226900002,1744254000,36
174353226900002,1744376400,6
174353226900002,1744567200,45
174353226900002,1744570800,54
174353226900002,1744574400,18
174353226900002,1744578000,63
174353226900002,1744581600,45
174353226900002,1744585200,45
174353226900002,1744588800,63
174353226900002,1744592400,63
174353226900002,1744596000,36
174353226900002,1744599600,54
174353226900002,1744603200,36
174353226900002,1744606800,36
174353226900002,1744610400,36
174353226900002,1744614000,45
174353226900002,1744617600,27
174353226900002,1744621200,18
174353226900002,1744711200,27
174353226900002,1744714800,72
174353226900002,1744718400,61
174353226900002,1744722000,27
174353226900002,1745208000,6
174353226900002,1745236800,5
174353226900002,1745348400,54
174353226900002,1745352000,63
174353226900002,1745355600,36
174353226900002,1745359200,27
174353226900002,1745362800,27
174353226900002,1745366400,45
174353226900002,1745370000,72
174353226900002,1745373600,36
174353226900002,1745377200,54
174353226900002,1745380800,54
174353226900002,1745434800,45
174353226900002,1745438400,36
174353226900002,1745442000,63
174353226900002,1745445600,18
174353226900002,1745449200,63
174353226900002,1745452800,72
174353226900002,1745456400,54
174353226900002,1745460000,36
174353226900002,1745463600,35
174353226900002,1745467200,27
174353226900002,1745470800,72
174353226900002,1745474400,36
174353226900002,1745478000,45
174353226900002,1745481600,54
174353226900002,1745485200,54
174353226900002,1745488800,36
174353226900002,1745492400,18
174353226900002,1745521200,90
174353226900002,1745524800,45
174353226900002,1745528400,27
174353226900002,1745532000,54
174353226900002,1745535600,54
174353226900002,1745539200,54
174353226900002,1745542800,54
174353226900002,1745546400,63
174353226900002,1745550000,27
174353226900002,1745553600,54
174353226900002,1745557200,45
174353226900002,1745582400,7
174353226900002,1745640000,6
174353226900002,1745755200,3
174353226900002,1745780400,36
174353226900002,1745784000,71
174353226900002,1745787600,36
174353226900002,1745791200,45
174353226900002,1745794800,45
174353226900002,1745798400,81
174353226900002,1745802000,81
174353226900002,1745805600,46
174353226900002,1745809200,44
174353226900002,1745812800,19
174353226900002,1745816400,17
174353226900002,1745820000,54
174353226900002,1745823600,72
174353226900002,1745841600,5
174353226900002,1745982000,4
174353226900002,1746018000,6
174353226900002,1746043200,81
174353226900002,1746046800,27
174353226900002,1746050400,36
174353226900002,1746054000,54
174353226900002,1746057600,36
174353226900002,1746061200,54
174353226900002,1746064800,9
174353226900002,1746068400,63
174353226900002,1746072000,45
174353226900002,1746075600,63
174353226900002,1746079200,54
174353226900002,1746082800,45
174353226900002,1746086400,80
174353226900002,1746090000,45
174353226900002,1746093600,45
174353226900002,1746108000,7
